,customer_id,store_name,transaction_date,aisle,product_name,quantity,unit_price,total_amount,discount_amount,final_amount,loyalty_points
48289,1738,ValuePlus Market,2025-12-20,Snacks,Cookies,2,3.66,7.32,0.41,6.91,91
48294,1345,ValuePlus Market,2025-04-14,Bakery,Bread,4,4.38,17.52,2.37,15.15,199
48295,8562,QuickStop Market,2025-01-30,Snacks,Chocolate,2,2.57,5.14,0.33,4.81,41
48296,8501,QuickStop Market,2025-01-06,Bakery,Bread,3,2.43,7.29,0.86,6.43,56
48297,6665,QuickStop Market,2025-08-03,Health & Wellness,Orange Juice,5,24.56,122.8,8.14,114.66,1274
48301,3484,ValuePlus Market,2025-08-07,Health & Wellness,Protein Bar,4,10.91,43.64,3.56,40.08,462
48305,8204,UrbanGrocers,2025-12-06,Produce,Tomatoes,4,4.0,16.0,1.91,14.09,141
48306,5270,QuickStop Market,2025-12-01,Bakery,Muffin,1,2.32,2.32,0.25,2.07,17
48318,1773,ValuePlus Market,2025-06-28,Snacks,Cookies,1,2.47,2.47,0.24,2.23,27
48325,2667,UrbanGrocers,2025-10-27,Snacks,Cookies,2,4.73,9.46,1.4,8.06,105
48363,2100,FreshMart,2025-12-24,Snacks,Cookies,1,1.34,1.34,0.19,1.15,16
48368,4345,QuickStop Market,2025-05-19,Dairy,Yogurt,2,2.71,5.42,0.54,4.88,58
48372,2262,ValuePlus Market,2025-04-15,Dairy,Yogurt,1,6.02,6.02,0.64,5.38,60
48374,8501,FreshMart,2025-07-20,Bakery,Croissant,6,4.84,29.04,2.18,26.86,250
48375,1925,QuickStop Market,2025-11-30,Produce,Ground Beef,2,4.42,8.84,0.47,8.37,112
48380,9284,ValuePlus Market,2025-09-01,Health & Wellness,Protein Bar,10,11.18,111.8,16.71,95.09,1324
48383,7864,QuickStop Market,2025-10-25,Bakery,Bread,1,6.38,6.38,0.35,6.03,81
48387,8128,ValuePlus Market,2025-05-11,Dairy,Milk,1,1.95,1.95,0.14,1.81,24
48403,3983,UrbanGrocers,2025-05-01,Health & Wellness,Orange Juice,2,16.27,32.54,4.03,28.51,362
48410,5582,FreshMart,2025-07-19,Bakery,Muffin,10,3.76,37.6,1.75,35.85,373
48414,8997,QuickStop Market,2025-09-12,Bakery,Cereal,3,3.29,9.87,1.12,8.75,118
48443,3686,UrbanGrocers,2025-02-16,Snacks,Chocolate,6,5.49,32.94,2.0,30.94,367
48445,4888,FreshMart,2025-12-18,Bakery,Bread,4,6.36,25.44,3.73,21.71,284
48461,8466,ValuePlus Market,2025-12-28,Health & Wellness,Protein Bar,1,25.92,25.92,1.93,23.99,199
48463,7916,ValuePlus Market,2025-05-24,Snacks,Cookies,4,5.43,21.72,1.06,20.66,201
48465,7991,QuickStop Market,2025-07-15,Snacks,Chips,2,3.23,6.46,0.2,6.26,68
48472,5989,ValuePlus Market,2025-05-06,Snacks,Cookies,7,3.05,21.35,1.28,20.07,231
48474,5022,ValuePlus Market,2025-08-24,Snacks,Chips,8,1.33,10.64,1.52,9.12,107
48480,6670,QuickStop Market,2025-02-21,Bakery,Bread,1,4.88,4.88,0.7,4.18,37
48485,7528,UrbanGrocers,2025-04-09,Snacks,Chocolate,2,1.45,2.9,0.26,2.64,21
48496,7591,UrbanGrocers,2025-03-20,Snacks,Chips,1,1.14,1.14,0.14,1.0,13
48500,1339,QuickStop Market,2025-01-08,Dairy,Cheese,2,2.06,4.12,0.3,3.82,45
48507,9761,UrbanGrocers,2025-09-01,Snacks,Chocolate,1,3.1,3.1,0.19,2.91,33
48510,3503,FreshMart,2025-06-01,Bakery,Croissant,2,2.29,4.58,0.47,4.11,37
48518,6943,UrbanGrocers,2025-03-01,Bakery,Bread,1,4.53,4.53,0.2,4.33,53
48522,2107,ValuePlus Market,2025-01-07,Produce,Apples,8,3.42,27.36,1.05,26.31,355
48530,2110,ValuePlus Market,2025-05-17,Dairy,Milk,4,1.29,5.16,0.29,4.87,59
48533,1239,QuickStop Market,2025-06-09,Dairy,Cheese,3,1.75,5.25,0.34,4.91,48
48537,7736,ValuePlus Market,2025-11-03,Produce,Apples,3,6.77,20.31,1.68,18.63,155
48557,3277,ValuePlus Market,2025-07-01,Produce,Ground Beef,4,7.78,31.12,4.42,26.7,243
48561,5680,FreshMart,2025-02-04,Bakery,Croissant,10,2.4,24.0,0.69,23.31,244
48568,2865,ValuePlus Market,2025-07-05,Health & Wellness,Protein Bar,4,13.91,55.64,4.7,50.94,633
48571,4770,QuickStop Market,2025-05-21,Bakery,Cereal,1,3.1,3.1,0.28,2.82,28
48581,7167,QuickStop Market,2025-09-08,Snacks,Chocolate,1,2.05,2.05,0.13,1.92,19
48582,6108,QuickStop Market,2025-05-07,Dairy,Yogurt,1,3.66,3.66,0.08,3.58,41
48585,2463,ValuePlus Market,2025-01-06,Dairy,Milk,7,1.38,9.66,0.41,9.25,125
48589,9520,FreshMart,2025-08-15,Bakery,Croissant,5,4.82,24.1,3.21,20.89,181
48597,7291,QuickStop Market,2025-12-12,Snacks,Cookies,4,3.38,13.52,1.7,11.82,162
48626,9432,UrbanGrocers,2025-07-03,Health & Wellness,Protein Bar,7,8.71,60.97,4.41,56.56,621
48636,5429,QuickStop Market,2025-02-11,Dairy,Yogurt,4,8.68,34.72,2.04,32.68,448
48637,6644,ValuePlus Market,2025-02-12,Snacks,Cookies,3,2.01,6.03,0.86,5.17,71
48642,1819,FreshMart,2025-08-18,Produce,Apples,4,9.74,38.96,1.17,37.79,455
48658,6518,UrbanGrocers,2025-07-12,Snacks,Cookies,10,1.9,19.0,1.72,17.28,148
48665,1685,FreshMart,2025-10-22,Dairy,Cheese,10,4.34,43.4,5.49,37.91,413
48675,9655,QuickStop Market,2025-11-27,Dairy,Yogurt,4,6.37,25.48,1.77,23.71,243
48677,3175,UrbanGrocers,2025-10-30,Snacks,Cookies,7,4.7,32.9,4.24,28.66,335
48688,8625,QuickStop Market,2025-12-30,Produce,Ground Beef,2,6.37,12.74,1.51,11.23,143
48701,5617,ValuePlus Market,2025-08-22,Bakery,Cereal,2,3.0,6.0,0.88,5.12,60
48706,9217,QuickStop Market,2025-07-21,Bakery,Croissant,1,2.92,2.92,0.34,2.58,25
48708,5338,QuickStop Market,2025-07-02,Dairy,Milk,1,3.25,3.25,0.44,2.81,29
48718,9105,ValuePlus Market,2025-01-20,Bakery,Croissant,1,2.39,2.39,0.18,2.21,22
48721,2341,QuickStop Market,2025-12-14,Dairy,Cheese,2,7.78,15.56,0.83,14.73,134
48726,5479,QuickStop Market,2025-10-12,Produce,Tomatoes,1,2.13,2.13,0.14,1.99,26
48730,7441,QuickStop Market,2025-11-07,Health & Wellness,Vitamins,1,21.7,21.7,1.74,19.96,201
48734,3817,FreshMart,2025-10-04,Bakery,Bread,2,5.04,10.08,0.83,9.25,91
48736,1277,ValuePlus Market,2025-06-21,Health & Wellness,Orange Juice,4,24.93,99.72,6.18,93.54,1071
48742,8620,ValuePlus Market,2025-11-02,Snacks,Cookies,2,5.15,10.3,0.74,9.56,126
48745,7360,UrbanGrocers,2025-01-02,Dairy,Cheese,8,5.55,44.4,1.72,42.68,348
48750,1311,ValuePlus Market,2025-08-24,Dairy,Yogurt,1,4.82,4.82,0.16,4.66,47
48755,4418,UrbanGrocers,2025-12-24,Dairy,Yogurt,5,4.64,23.2,0.88,22.32,218
48758,1606,QuickStop Market,2025-01-13,Snacks,Cookies,1,2.7,2.7,0.25,2.45,33
48766,6121,QuickStop Market,2025-02-02,Dairy,Milk,1,8.67,8.67,0.74,7.93,71
48777,1144,QuickStop Market,2025-05-20,Dairy,Yogurt,1,3.2,3.2,0.45,2.75,24
48779,5990,QuickStop Market,2025-04-28,Bakery,Bread,2,2.32,4.64,0.47,4.17,39
48784,8905,QuickStop Market,2025-05-07,Health & Wellness,Orange Juice,6,8.34,50.04,7.15,42.89,534
48791,2264,ValuePlus Market,2025-04-23,Bakery,Bread,2,2.94,5.88,0.54,5.34,51
48792,3821,UrbanGrocers,2025-06-01,Dairy,Cheese,6,5.07,30.42,0.62,29.8,312
48793,6040,UrbanGrocers,2025-04-01,Produce,Apples,6,4.3,25.8,1.21,24.59,206
48804,9904,FreshMart,2025-06-25,Dairy,Yogurt,8,5.87,46.96,2.57,44.39,412
48805,5560,UrbanGrocers,2025-06-24,Bakery,Bread,3,3.94,11.82,0.68,11.14,104
48837,3358,UrbanGrocers,2025-12-04,Bakery,Bread,1,3.53,3.53,0.11,3.42,36
48839,5553,ValuePlus Market,2025-09-30,Dairy,Yogurt,1,2.38,2.38,0.09,2.29,25
48844,7215,FreshMart,2025-09-13,Snacks,Cookies,7,4.59,32.13,3.63,28.5,352
48848,9521,QuickStop Market,2025-05-17,Snacks,Chocolate,1,5.25,5.25,0.64,4.61,55
48859,2074,ValuePlus Market,2025-04-08,Snacks,Cookies,1,3.54,3.54,0.12,3.42,38
48860,9230,QuickStop Market,2025-10-09,Bakery,Muffin,4,2.51,10.04,1.08,8.96,105
48865,4321,QuickStop Market,2025-10-05,Bakery,Muffin,2,3.44,6.88,0.66,6.22,81
48870,1660,QuickStop Market,2025-08-12,Bakery,Muffin,2,6.03,12.06,1.47,10.59,114
48871,7653,UrbanGrocers,2025-09-17,Health & Wellness,Vitamins,1,8.09,8.09,0.68,7.41,82
48877,7203,QuickStop Market,2025-07-28,Dairy,Milk,5,7.41,37.05,1.73,35.32,364
48878,9737,ValuePlus Market,2025-01-30,Produce,Ground Beef,8,1.15,9.2,0.49,8.71,71
48879,4799,ValuePlus Market,2025-02-11,Bakery,Muffin,2,4.98,9.96,0.38,9.58,126
48882,2235,ValuePlus Market,2025-11-17,Dairy,Yogurt,2,5.95,11.9,1.63,10.27,84
48883,2160,FreshMart,2025-05-22,Dairy,Milk,1,8.27,8.27,0.3,7.97,70
48887,5570,ValuePlus Market,2025-09-30,Bakery,Bread,2,5.03,10.06,1.05,9.01,75
48893,8503,QuickStop Market,2025-04-21,Health & Wellness,Orange Juice,3,13.66,40.98,2.84,38.14,310
48895,9294,QuickStop Market,2025-06-11,Snacks,Cookies,1,1.97,1.97,0.14,1.83,23
48897,2137,UrbanGrocers,2025-05-03,Snacks,Chocolate,6,4.62,27.72,2.91,24.81,258
48901,4673,UrbanGrocers,2025-11-25,Health & Wellness,Orange Juice,4,21.91,87.64,11.87,75.77,634
48904,8401,QuickStop Market,2025-09-18,Health & Wellness,Orange Juice,5,25.54,127.7,12.36,115.34,1420
48926,9988,QuickStop Market,2025-06-26,Health & Wellness,Orange Juice,2,23.76,47.52,5.02,42.5,530
48931,8721,ValuePlus Market,2025-06-04,Dairy,Milk,2,3.14,6.28,0.25,6.03,68
48934,5200,UrbanGrocers,2025-04-20,Produce,Bananas,4,3.16,12.64,1.65,10.99,119
48938,4093,ValuePlus Market,2025-01-09,Produce,Tomatoes,3,8.41,25.23,2.09,23.14,228
48941,1580,QuickStop Market,2025-10-23,Health & Wellness,Orange Juice,3,26.5,79.5,9.91,69.59,598
48949,9907,QuickStop Market,2025-08-04,Bakery,Muffin,3,6.45,19.35,2.02,17.33,192
48950,2962,QuickStop Market,2025-08-03,Health & Wellness,Vitamins,2,25.98,51.96,4.52,47.44,535
48964,5684,UrbanGrocers,2025-07-21,Dairy,Milk,4,1.55,6.2,0.53,5.67,51
48967,7406,QuickStop Market,2025-12-14,Bakery,Croissant,8,3.57,28.56,1.21,27.35,305
49000,3691,UrbanGrocers,2025-08-02,Bakery,Croissant,5,2.6,13.0,1.03,11.97,115
49002,3787,QuickStop Market,2025-10-20,Dairy,Yogurt,2,4.27,8.54,1.0,7.54,96
49003,3754,ValuePlus Market,2025-08-13,Produce,Ground Beef,5,9.09,45.45,5.79,39.66,514
49007,1157,UrbanGrocers,2025-12-09,Produce,Bananas,2,4.86,9.72,0.52,9.2,121
49009,8999,UrbanGrocers,2025-01-04,Bakery,Croissant,2,5.03,10.06,1.33,8.73,97
49014,4379,QuickStop Market,2025-10-26,Produce,Bananas,5,5.87,29.35,0.87,28.48,249
49023,9159,ValuePlus Market,2025-10-01,Bakery,Muffin,2,4.3,8.6,0.18,8.42,81
49025,1579,FreshMart,2025-07-15,Produce,Ground Beef,8,6.25,50.0,5.89,44.11,390
49026,5139,UrbanGrocers,2025-04-13,Health & Wellness,Vitamins,1,22.46,22.46,2.47,19.99,247
49036,4217,ValuePlus Market,2025-05-18,Dairy,Milk,6,5.43,32.58,2.3,30.28,397
49039,1787,ValuePlus Market,2025-03-24,Health & Wellness,Orange Juice,5,9.35,46.75,3.66,43.09,354
49040,3226,FreshMart,2025-10-18,Produce,Tomatoes,1,2.8,2.8,0.35,2.45,26
49044,7470,QuickStop Market,2025-07-11,Dairy,Cheese,2,5.37,10.74,0.82,9.92,123
49052,5994,ValuePlus Market,2025-07-13,Bakery,Cereal,4,2.73,10.92,0.79,10.13,114
49059,4448,FreshMart,2025-03-14,Dairy,Yogurt,3,6.56,19.68,0.73,18.95,175
49066,3022,QuickStop Market,2025-11-02,Bakery,Cereal,1,4.6,4.6,0.41,4.19,49
49070,5250,ValuePlus Market,2025-02-11,Snacks,Chips,5,1.68,8.4,1.23,7.17,74
49072,7396,UrbanGrocers,2025-03-03,Snacks,Chocolate,2,1.8,3.6,0.2,3.4,29
49086,2928,QuickStop Market,2025-06-19,Produce,Ground Beef,1,1.78,1.78,0.12,1.66,22
49092,8095,UrbanGrocers,2025-06-09,Bakery,Bread,4,4.59,18.36,1.99,16.37,198
49095,8166,FreshMart,2025-07-03,Health & Wellness,Orange Juice,6,17.27,103.62,8.85,94.77,1025
49101,6017,QuickStop Market,2025-08-14,Snacks,Cookies,4,4.24,16.96,1.11,15.85,206
49103,9526,FreshMart,2025-01-21,Snacks,Cookies,2,5.3,10.6,0.83,9.77,113
49110,8033,QuickStop Market,2025-07-11,Health & Wellness,Protein Bar,2,25.75,51.5,1.13,50.37,590
49127,3527,UrbanGrocers,2025-06-11,Bakery,Croissant,3,4.06,12.18,1.72,10.46,140
49134,4797,ValuePlus Market,2025-08-12,Bakery,Cereal,2,3.54,7.08,1.03,6.05,59
49155,4802,FreshMart,2025-11-09,Produce,Bananas,2,3.2,6.4,0.96,5.44,56
49167,6365,ValuePlus Market,2025-10-30,Bakery,Muffin,6,3.93,23.58,0.86,22.72,299
49170,4241,ValuePlus Market,2025-12-25,Health & Wellness,Vitamins,5,6.07,30.35,1.81,28.54,246
49173,3281,FreshMart,2025-10-25,Produce,Tomatoes,2,6.55,13.1,0.46,12.64,139
49175,3954,ValuePlus Market,2025-01-15,Bakery,Bread,2,2.49,4.98,0.52,4.46,56
49176,5078,UrbanGrocers,2025-12-25,Produce,Ground Beef,2,2.35,4.7,0.67,4.03,38
49186,2421,FreshMart,2025-10-19,Produce,Tomatoes,2,7.34,14.68,0.61,14.07,187
49205,4055,ValuePlus Market,2025-02-16,Produce,Apples,4,9.29,37.16,4.03,33.13,325
49213,7705,UrbanGrocers,2025-05-07,Bakery,Cereal,2,4.99,9.98,0.88,9.1,74
49218,5195,ValuePlus Market,2025-05-22,Bakery,Bread,2,3.53,7.06,0.72,6.34,84
49220,4276,ValuePlus Market,2025-09-03,Produce,Bananas,7,8.96,62.72,7.72,55.0,721
49230,6096,UrbanGrocers,2025-06-16,Snacks,Chocolate,1,2.33,2.33,0.27,2.06,20
49231,6056,UrbanGrocers,2025-10-15,Bakery,Croissant,6,2.91,17.46,2.13,15.33,166
49241,6778,FreshMart,2025-12-04,Health & Wellness,Orange Juice,1,20.82,20.82,1.36,19.46,190
49247,9818,QuickStop Market,2025-08-14,Health & Wellness,Orange Juice,2,16.74,33.48,1.39,32.09,311
49253,1842,UrbanGrocers,2025-07-20,Produce,Bananas,1,4.11,4.11,0.23,3.88,46
49273,3371,FreshMart,2025-05-28,Snacks,Chocolate,1,5.18,5.18,0.11,5.07,56
49275,6296,QuickStop Market,2025-03-05,Produce,Bananas,7,6.54,45.78,6.8,38.98,452
49289,8872,QuickStop Market,2025-09-17,Bakery,Muffin,1,5.86,5.86,0.87,4.99,56
49296,3085,UrbanGrocers,2025-02-12,Dairy,Yogurt,1,6.84,6.84,0.87,5.97,53
49299,7129,UrbanGrocers,2025-07-12,Health & Wellness,Protein Bar,2,8.85,17.7,2.04,15.66,142
49327,4278,QuickStop Market,2025-04-01,Bakery,Muffin,5,4.65,23.25,2.14,21.11,202
49331,9038,UrbanGrocers,2025-03-14,Snacks,Cookies,1,3.28,3.28,0.35,2.93,34
49333,2586,UrbanGrocers,2025-11-24,Dairy,Cheese,6,5.1,30.6,4.27,26.33,352
49358,4771,ValuePlus Market,2025-01-21,Bakery,Croissant,4,5.75,23.0,2.88,20.12,169
49365,1430,QuickStop Market,2025-08-09,Produce,Bananas,5,7.84,39.2,5.5,33.7,393
49387,9030,UrbanGrocers,2025-05-24,Snacks,Cookies,2,3.52,7.04,0.96,6.08,64
49391,9793,UrbanGrocers,2025-05-21,Produce,Ground Beef,1,10.25,10.25,0.88,9.37,123
49394,7653,QuickStop Market,2025-09-10,Bakery,Bread,1,5.05,5.05,0.32,4.73,41
49398,3999,UrbanGrocers,2025-10-01,Snacks,Chips,6,5.22,31.32,2.35,28.97,348
49412,4101,UrbanGrocers,2025-04-13,Dairy,Cheese,10,4.28,42.8,3.09,39.71,356
49417,8020,ValuePlus Market,2025-09-15,Health & Wellness,Vitamins,1,15.95,15.95,2.08,13.87,154
49419,5205,ValuePlus Market,2025-08-27,Dairy,Yogurt,2,8.22,16.44,1.48,14.96,159
49426,6233,UrbanGrocers,2025-05-06,Health & Wellness,Vitamins,1,10.18,10.18,1.31,8.87,73
49429,4654,ValuePlus Market,2025-06-16,Bakery,Croissant,3,6.42,19.26,2.83,16.43,145
49434,5763,QuickStop Market,2025-10-02,Health & Wellness,Protein Bar,2,16.75,33.5,3.9,29.6,383
49449,7987,UrbanGrocers,2025-05-17,Bakery,Bread,2,6.51,13.02,0.95,12.07,161
49451,7094,ValuePlus Market,2025-04-13,Produce,Tomatoes,5,4.65,23.25,2.1,21.15,270
49460,7230,FreshMart,2025-01-11,Snacks,Chips,5,3.63,18.15,2.37,15.78,137
49480,2759,UrbanGrocers,2025-04-30,Dairy,Yogurt,1,2.96,2.96,0.33,2.63,25
49488,3013,ValuePlus Market,2025-11-10,Bakery,Bread,6,3.56,21.36,1.76,19.6,212
49501,8475,QuickStop Market,2025-08-31,Bakery,Bread,4,4.7,18.8,1.21,17.59,145
49507,4717,FreshMart,2025-08-14,Produce,Bananas,2,2.05,4.1,0.44,3.66,34
49513,1833,FreshMart,2025-01-13,Health & Wellness,Protein Bar,1,23.27,23.27,1.66,21.61,278
49523,3873,QuickStop Market,2025-04-16,Snacks,Cookies,2,1.18,2.36,0.21,2.15,17
49526,8140,QuickStop Market,2025-07-05,Dairy,Cheese,1,2.42,2.42,0.17,2.25,21
49530,3443,QuickStop Market,2025-08-11,Dairy,Milk,2,8.51,17.02,0.71,16.31,227
49531,7327,ValuePlus Market,2025-09-19,Produce,Apples,1,3.58,3.58,0.53,3.05,34
49535,4992,UrbanGrocers,2025-10-24,Bakery,Muffin,7,2.88,20.16,1.66,18.5,179
49545,4395,QuickStop Market,2025-05-17,Dairy,Cheese,6,2.9,17.4,2.31,15.09,177
49552,4117,QuickStop Market,2025-07-16,Produce,Apples,3,10.34,31.02,3.21,27.81,302
49554,1206,ValuePlus Market,2025-06-19,Bakery,Bread,1,4.84,4.84,0.47,4.37,44
49557,1033,FreshMart,2025-07-18,Bakery,Muffin,3,2.75,8.25,0.85,7.4,89
49566,7970,QuickStop Market,2025-11-07,Bakery,Cereal,4,4.35,17.4,0.76,16.64,150
49568,8914,UrbanGrocers,2025-08-16,Produce,Tomatoes,5,10.57,52.85,1.13,51.72,466
49578,5702,FreshMart,2025-12-10,Health & Wellness,Protein Bar,1,9.44,9.44,1.36,8.08,82
49581,7309,FreshMart,2025-10-11,Dairy,Yogurt,1,7.86,7.86,1.08,6.78,86
49593,4987,FreshMart,2025-09-20,Snacks,Chocolate,1,2.16,2.16,0.29,1.87,17
49604,4037,QuickStop Market,2025-11-22,Produce,Apples,1,2.77,2.77,0.34,2.43,29
49609,6052,QuickStop Market,2025-07-01,Produce,Tomatoes,1,6.6,6.6,0.68,5.92,75
49618,2860,ValuePlus Market,2025-07-03,Snacks,Chips,1,4.78,4.78,0.49,4.29,52
49619,2232,QuickStop Market,2025-03-08,Health & Wellness,Orange Juice,1,7.34,7.34,0.58,6.76,67
49627,9286,ValuePlus Market,2025-08-02,Bakery,Croissant,4,5.12,20.48,2.01,18.47,187
49629,9147,QuickStop Market,2025-02-03,Bakery,Bread,1,6.09,6.09,0.4,5.69,77
49633,1327,UrbanGrocers,2025-07-03,Bakery,Muffin,8,4.32,34.56,2.18,32.38,392
49645,4860,QuickStop Market,2025-08-12,Snacks,Chocolate,4,2.73,10.92,1.59,9.33,119
49650,1995,ValuePlus Market,2025-08-15,Health & Wellness,Vitamins,5,18.44,92.2,6.4,85.8,1095
49653,7317,UrbanGrocers,2025-12-11,Dairy,Cheese,4,3.05,12.2,1.34,10.86,124
49669,2639,QuickStop Market,2025-12-03,Bakery,Bread,1,3.12,3.12,0.21,2.91,26
49674,6292,ValuePlus Market,2025-07-01,Produce,Ground Beef,1,7.78,7.78,0.83,6.95,78
49683,2962,FreshMart,2025-12-26,Snacks,Chips,1,2.46,2.46,0.11,2.35,32
49705,7088,ValuePlus Market,2025-08-05,Health & Wellness,Orange Juice,1,14.87,14.87,0.87,14.0,167
49710,5509,FreshMart,2025-04-27,Produce,Tomatoes,5,6.63,33.15,4.63,28.52,303
49721,7663,UrbanGrocers,2025-08-06,Health & Wellness,Protein Bar,5,17.3,86.5,3.59,82.91,1132
49733,7486,QuickStop Market,2025-12-09,Snacks,Chips,2,3.35,6.7,0.3,6.4,80
49738,4147,FreshMart,2025-03-21,Bakery,Croissant,1,3.97,3.97,0.13,3.84,37
49745,2071,ValuePlus Market,2025-11-23,Snacks,Cookies,6,2.61,15.66,1.78,13.88,130
49746,7487,QuickStop Market,2025-08-27,Snacks,Chocolate,8,1.84,14.72,0.88,13.84,181
49747,7573,FreshMart,2025-08-08,Bakery,Cereal,6,5.36,32.16,1.03,31.13,332
49755,9846,FreshMart,2025-08-10,Health & Wellness,Orange Juice,1,14.93,14.93,1.15,13.78,115
49760,8097,ValuePlus Market,2025-05-15,Dairy,Yogurt,1,2.23,2.23,0.17,2.06,26
49763,3288,UrbanGrocers,2025-10-07,Snacks,Cookies,2,4.09,8.18,0.41,7.77,70
49769,7292,ValuePlus Market,2025-08-18,Produce,Apples,6,1.33,7.98,0.88,7.1,97
49770,9607,FreshMart,2025-02-21,Bakery,Bread,2,5.19,10.38,0.36,10.02,102
49771,3143,QuickStop Market,2025-01-12,Health & Wellness,Orange Juice,5,5.58,27.9,1.5,26.4,276
49777,1933,FreshMart,2025-08-26,Dairy,Yogurt,5,4.82,24.1,1.91,22.19,306
49778,6074,QuickStop Market,2025-01-06,Health & Wellness,Protein Bar,5,11.93,59.65,8.48,51.17,616
49784,2079,QuickStop Market,2025-02-14,Dairy,Milk,7,1.67,11.69,1.41,10.28,140
49794,7905,UrbanGrocers,2025-06-11,Health & Wellness,Protein Bar,1,9.34,9.34,0.82,8.52,93
49796,1044,UrbanGrocers,2025-10-15,Produce,Bananas,3,8.28,24.84,3.33,21.51,241
49799,1676,QuickStop Market,2025-03-01,Dairy,Cheese,1,5.31,5.31,0.3,5.01,61
49801,1398,ValuePlus Market,2025-02-11,Dairy,Milk,1,3.62,3.62,0.51,3.11,34
49815,3258,UrbanGrocers,2025-07-13,Produce,Bananas,1,2.71,2.71,0.36,2.35,26
49826,1442,FreshMart,2025-11-06,Bakery,Cereal,1,3.55,3.55,0.4,3.15,26
49828,3125,ValuePlus Market,2025-08-29,Bakery,Muffin,4,3.95,15.8,0.74,15.06,202
49833,3539,UrbanGrocers,2025-01-30,Bakery,Muffin,2,6.24,12.48,1.51,10.97,104
49835,8632,UrbanGrocers,2025-08-10,Bakery,Bread,2,2.21,4.42,0.25,4.17,53
49836,9279,UrbanGrocers,2025-11-22,Bakery,Croissant,1,4.7,4.7,0.5,4.2,50
49837,9233,UrbanGrocers,2025-09-19,Dairy,Cheese,1,4.77,4.77,0.31,4.46,50
49846,2439,ValuePlus Market,2025-05-11,Health & Wellness,Orange Juice,1,19.93,19.93,1.54,18.39,215
49851,8055,FreshMart,2025-07-24,Bakery,Croissant,4,5.78,23.12,2.89,20.23,254
49864,5742,FreshMart,2025-11-24,Health & Wellness,Protein Bar,5,26.1,130.5,13.27,117.23,1043
49867,6735,QuickStop Market,2025-06-08,Dairy,Yogurt,8,6.42,51.36,2.32,49.04,592
49870,1146,ValuePlus Market,2025-05-19,Snacks,Chocolate,1,4.95,4.95,0.62,4.33,54
49872,1110,ValuePlus Market,2025-09-07,Dairy,Cheese,6,1.63,9.78,0.68,9.1,115
49876,1328,FreshMart,2025-09-28,Health & Wellness,Vitamins,1,24.3,24.3,1.21,23.09,228
49882,7100,ValuePlus Market,2025-10-23,Health & Wellness,Vitamins,2,11.93,23.86,2.41,21.45,210
49884,1073,ValuePlus Market,2025-11-07,Dairy,Cheese,2,8.04,16.08,2.11,13.97,184
49885,9507,ValuePlus Market,2025-07-13,Bakery,Cereal,2,5.97,11.94,0.45,11.49,158
49889,6884,FreshMart,2025-09-11,Health & Wellness,Protein Bar,1,24.67,24.67,0.91,23.76,214
49895,4009,ValuePlus Market,2025-09-15,Produce,Apples,5,9.43,47.15,2.08,45.07,487
49900,6377,ValuePlus Market,2025-12-24,Produce,Apples,2,7.68,15.36,1.64,13.72,187
49916,5192,QuickStop Market,2025-01-15,Dairy,Yogurt,2,3.34,6.68,0.95,5.73,76
49924,6693,FreshMart,2025-02-26,Dairy,Cheese,1,2.05,2.05,0.07,1.98,23
49932,4755,FreshMart,2025-12-19,Produce,Ground Beef,3,4.28,12.84,0.57,12.27,148
49937,2437,FreshMart,2025-03-25,Health & Wellness,Protein Bar,2,22.7,45.4,4.35,41.05,413
49940,1242,ValuePlus Market,2025-04-26,Snacks,Cookies,2,2.12,4.24,0.39,3.85,52
49941,8529,QuickStop Market,2025-05-19,Bakery,Muffin,3,4.91,14.73,1.25,13.48,114
49949,1797,UrbanGrocers,2025-02-20,Health & Wellness,Protein Bar,4,10.02,40.08,1.93,38.15,436
49952,4033,QuickStop Market,2025-08-16,Health & Wellness,Protein Bar,5,20.43,102.15,10.75,91.4,889
49956,4018,UrbanGrocers,2025-08-20,Produce,Bananas,5,6.89,34.45,4.81,29.64,405
49961,8948,QuickStop Market,2025-01-20,Bakery,Cereal,10,4.45,44.5,4.89,39.61,438
49979,1228,FreshMart,2025-09-17,Snacks,Chips,1,2.65,2.65,0.32,2.33,22
49986,4126,FreshMart,2025-11-02,Produce,Ground Beef,1,9.33,9.33,0.69,8.64,96
49993,3569,FreshMart,2025-04-24,Snacks,Cookies,6,1.15,6.9,0.63,6.27,55
49996,2811,ValuePlus Market,2025-07-23,Health & Wellness,Vitamins,3,7.14,21.42,1.74,19.68,212
50000,9423,FreshMart,2025-03-23,Dairy,Milk,1,4.63,4.63,0.15,4.48,47
50004,3358,QuickStop Market,2025-04-26,Snacks,Chocolate,6,4.73,28.38,1.82,26.56,264
50005,3449,ValuePlus Market,2025-12-07,Dairy,Milk,5,4.3,21.5,3.14,18.36,195
50006,2664,FreshMart,2025-09-07,Bakery,Croissant,1,2.24,2.24,0.32,1.92,16
50012,1058,UrbanGrocers,2025-01-16,Dairy,Milk,1,6.72,6.72,0.96,5.76,72
50014,5260,QuickStop Market,2025-10-06,Health & Wellness,Protein Bar,5,14.76,73.8,6.94,66.86,780
50016,2238,QuickStop Market,2025-08-15,Health & Wellness,Protein Bar,5,13.7,68.5,3.93,64.57,601
